fiume Po,"Amici del Fiume, 18, Corso Moncalieri, Borgo Po, Circoscrizione 8, Torino, Piemonte, 10131, Italia",leisure,sports_centre,0.31010000000000004,"oltre ai tre corsi d'acqua prima citati che ne incorniciano il territorio, abbiamo la Dora Riparia che taglia la città da ovest a est, scorrendo prossima al centro storico. Il fiume Po accentua la divisione tra la parte collinare e quella, quasi pianeggiante, della città, collocata tra i 220 e i 280 metri s.l.m.; il punto più elevato del territorio comunale è il Colle della Maddalena, a 715 m s.l.m."
Colle della Maddalena,"Colle della Maddalena, Torino, Piemonte, 10131, Italia",natural,peak,0.5976412227802594,"Il fiume Po accentua la divisione tra la parte collinare e quella, quasi pianeggiante, della città, collocata tra i 220 e i 280 metri s.l.m.; il punto più elevato del territorio comunale è il Colle della Maddalena, a 715 m s.l.m. , nei pressi del Faro della Vittoria."
Colle della Maddalena,"Colle della Maddalena, Torino, Piemonte, 10131, Italia",natural,peak,0.5976412227802594,"Torino ospita anche alberi esotici secolari come le sequoie costali ( Sequoia sempervirens ) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso ( Pterocarya fraxinifolia ) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il parco Millefonti. Due spettacolari esemplari di carpino bianco ( Carpinus betulus ) arricchiscono il grande Parco della Rimembranza che si dispiega lungo il Colle della Maddalena. Per Torino passa la Via Francigena, ramo del Moncenisio."
Faro della Vittoria,"Faro della Vittoria, Strada esterna della Vetta della Maddalena, Circoscrizione 8, Revigliasco, Torino, Piemonte, 10024, Italia",man_made,lighthouse,0.6032480317462598,"il punto più elevato del territorio comunale è il Colle della Maddalena, a 715 m s.l.m. , nei pressi del Faro della Vittoria. La città è al centro di un anfiteatro montuoso che ingloba alcune delle più belle vette alpine:"
Monviso,"Monviso, 19, Corso Eusebio Giambone, Lingotto, Circoscrizione 8, Torino, Piemonte, 10134, Italia",amenity,pharmacy,0.22010000000000002,"La città è al centro di un anfiteatro montuoso che ingloba alcune delle più belle vette alpine: il Monviso, monte sul quale nasce il Po, il Rocciamelone, e i massicci del Gran Paradiso e del Monte Rosa, mentre il Cervino diventa visibile dalla zona sud-est dell'area urbana. Torino dista 57 km da Asti, 79 km da Vercelli, 84 km da Biella, 93 km da Alessandria, 96 km da Novara, 98 km da Cuneo, 155 km da Verbania."
Rocciamelone,"Rocciamelone, Revigliasco, Moncalieri, Torino, Piemonte, 10024, Italia",place,hamlet,0.47000000000000003,"La città è al centro di un anfiteatro montuoso che ingloba alcune delle più belle vette alpine: il Monviso, monte sul quale nasce il Po, il Rocciamelone, e i massicci del Gran Paradiso e del Monte Rosa, mentre il Cervino diventa visibile dalla zona sud-est dell'area urbana. Torino dista 57 km da Asti, 79 km da Vercelli, 84 km da Biella, 93 km da Alessandria, 96 km da Novara, 98 km da Cuneo, 155 km da Verbania."
Gran Paradiso,"Gran Paradiso, Via Val della Torre, Madonna di Campagna, Circoscrizione 5, Torino, Piemonte, 10149, Italia",building,apartments,0.31010000000000004,"La città è al centro di un anfiteatro montuoso che ingloba alcune delle più belle vette alpine: il Monviso, monte sul quale nasce il Po, il Rocciamelone, e i massicci del Gran Paradiso e del Monte Rosa, mentre il Cervino diventa visibile dalla zona sud-est dell'area urbana. Torino dista 57 km da Asti, 79 km da Vercelli, 84 km da Biella, 93 km da Alessandria, 96 km da Novara, 98 km da Cuneo, 155 km da Verbania."
Piazza Castello,"Piazza Castello, Centro, Circoscrizione 1, Torino, Piemonte, Italia",highway,pedestrian,0.41000000000000003,"Torino dista 57 km da Asti, 79 km da Vercelli, 84 km da Biella, 93 km da Alessandria, 96 km da Novara, 98 km da Cuneo, 155 km da Verbania. Il confine francese dista circa 70 km nei pressi del Colle del Moncenisio, mentre sono 206 i chilometri che separano Piazza Castello da Chambery, 222 da Nizza, 250 da Ginevra e 314 da Lione. Il 19 marzo 2016 l'UNESCO ha riconosciuto il parco del Po e la collina torinese come riserva della biosfera, mentre nel 2020 la FAO e l'Arbor Day Foundation hanno conferito alla città di Torino il riconoscimento di Tree City of the World 2019 ."
Piazza Castello,"Piazza Castello, Centro, Circoscrizione 1, Torino, Piemonte, Italia",highway,pedestrian,0.41000000000000003,"tratto delle mura romane nelle sale sotterranee del Palazzo dell'Accademia delle Scienze; vari resti di abitazioni di epoca imperiale, fra cui le tracce delle domus di via Bellezia, via Santa Chiara, via Bonelli, Piazza Castello, la necropoli nel sottosuolo di Piazza San Carlo e gli edifici pubblici di Piazza Emanuele Filiberto e Corso XI Febbraio."
Nizza,"Nizza, Via Valperga Caluso, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia",railway,tram_stop,0.22010000000000002,"Torino dista 57 km da Asti, 79 km da Vercelli, 84 km da Biella, 93 km da Alessandria, 96 km da Novara, 98 km da Cuneo, 155 km da Verbania. Il confine francese dista circa 70 km nei pressi del Colle del Moncenisio, mentre sono 206 i chilometri che separano Piazza Castello da Chambery, 222 da Nizza, 250 da Ginevra e 314 da Lione. Il 19 marzo 2016 l'UNESCO ha riconosciuto il parco del Po e la collina torinese come riserva della biosfera, mentre nel 2020 la FAO e l'Arbor Day Foundation hanno conferito alla città di Torino il riconoscimento di Tree City of the World 2019 ."
Nizza,"Nizza, Via Valperga Caluso, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia",railway,tram_stop,0.22010000000000002,"Nel 1765 Benedetto Alfieri ebbe l'incarico di rifare i portici di piazza Palazzo di Città mentre nel corso del XIX secolo si aggiunsero quelli dell'attuale piazza Vittorio Veneto, piazza Carlo Felice e piazza Statuto. Le stazioni ferroviarie di Porta Nuova e Porta Susa vennero congiunte con un percorso porticato attraverso via Nizza, via Sacchi, Corso Vittorio Emanuele II, Corso Vinzaglio e via Cernaia. Il portico che unisce piazza Castello con Piazza Vittorio Veneto attraverso via Po sul lato sinistro fu progettato in modo tale da proseguire anche nell'attraversamento delle vie per permettere al re di giungere fino al Po senza bagnarsi in caso di pioggia."
parco del Po,"Parco del Valentino, Viale Carlo Ceppi, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia",leisure,pitch,0.31010000000000004,"Il confine francese dista circa 70 km nei pressi del Colle del Moncenisio, mentre sono 206 i chilometri che separano Piazza Castello da Chambery, 222 da Nizza, 250 da Ginevra e 314 da Lione. Il 19 marzo 2016 l'UNESCO ha riconosciuto il parco del Po e la collina torinese come riserva della biosfera, mentre nel 2020 la FAO e l'Arbor Day Foundation hanno conferito alla città di Torino il riconoscimento di Tree City of the World 2019 . Secondo la classificazione dei climi di Köppen, Torino appartiene alla fascia Cf:"
Porta Susa,"Porta Susa, Corso Bolzano, Centro, Circoscrizione 1, Torino, Piemonte, 10140, Italia",highway,bus_stop,0.31010000000000004,"Molto diversa la situazione nelle numerose zone collinari e prealpine, spesso più calde delle pianure di parecchi gradi e quasi sempre prive di ristagni freddi. Prendendo in esame i dati rilevati dall'Ufficio Idrografico del Po (presso Porta Susa), nel il periodo 1961-1990, si evince che, in città, la temperatura media annua è stata di 12,3 °C , con la minima, a gennaio, di 0,9 °C . I periodi più piovosi sono il trimestre da aprile a giugno, e il mese di ottobre;"
Porta Susa,"Porta Susa, Corso Bolzano, Centro, Circoscrizione 1, Torino, Piemonte, 10140, Italia",highway,bus_stop,0.31010000000000004,"Nel 1765 Benedetto Alfieri ebbe l'incarico di rifare i portici di piazza Palazzo di Città mentre nel corso del XIX secolo si aggiunsero quelli dell'attuale piazza Vittorio Veneto, piazza Carlo Felice e piazza Statuto. Le stazioni ferroviarie di Porta Nuova e Porta Susa vennero congiunte con un percorso porticato attraverso via Nizza, via Sacchi, Corso Vittorio Emanuele II, Corso Vinzaglio e via Cernaia. Il portico che unisce piazza Castello con Piazza Vittorio Veneto attraverso via Po sul lato sinistro fu progettato in modo tale da proseguire anche nell'attraversamento delle vie per permettere al re di giungere fino al Po senza bagnarsi in caso di pioggia."
Marca di Torino,"Strada della Marca - sentiero 107, Mezzavilla, Castagneto Po, Torino, Piemonte, 10034, Italia",highway,unclassified,0.42000000000000004,"Dopo la caduta dell'Impero romano d'Occidente Torino passò sotto il controllo dei ostrogoti, dei Romani Orientali, poi dei Longobardi, divenendo la capitale di un loro importante ducato, e poi dei Franchi di Carlo Magno (773). Nel 940 fu fondata la Marca di Torino, controllata dalla cosiddetta ""dinastia arduinica"" che, attraverso il matrimonio tra Adelaide di Susa e Oddone, figlio di Umberto I Biancamano (fondatore della casa Savoia), portò la città sotto l'influenza della dinastia sabauda. In seguito si costituì in libero comune, subendo varie dominazioni, finché dal 1280 non divenne definitivamente parte, prima della Contea di Savoia e poi del Ducato di Savoia."
Sicilia,"Sicilia, Corso Moncalieri, Pilonetto, Circoscrizione 8, Cavoretto, Torino, Piemonte, 10133, Italia",highway,bus_stop,0.22010000000000002,"La città e l'esercito sabaudo resistettero per centodiciassette giorni e respinsero così la violenta controffensiva francese. Nel 1713 i duchi di Savoia ottennero il titolo di re, prima di Sicilia e poi, in cambio della Sicilia, di Sardegna. In entrambi i casi tuttavia i due regni rimasero separati dal Ducato di Savoia, e quindi da Torino, trovandosi solamente in unione personale sotto il Casato dei Savoia."
Sardegna,"Torino, Via Trento, Otieri/Ozieri, Sassari, Sardigna/Sardegna, 07014, Italia",amenity,cafe,0.2101,"In entrambi i casi tuttavia i due regni rimasero separati dal Ducato di Savoia, e quindi da Torino, trovandosi solamente in unione personale sotto il Casato dei Savoia. La parentesi siciliana durò effettivamente molto poco (sette anni), mentre l'unione con la Sardegna rimase tale fino al 1847, allorché Carlo Alberto di Savoia concesse la cosiddetta Fusione perfetta fra i suoi domini e quindi Torino, anche formalmente, divenne la città capitale del Regno di Sardegna, anche se di fatto tutte le decisioni più importanti venivano già prese a Torino, anche per quanto riguardava la Sardegna. Il 26 giugno 1800 Torino ebbe una breve visita del vincitore della seconda campagna d'Italia, Napoleone Bonaparte, e poco dopo iniziarono i preparativi per l'annessione del Piemonte alla Francia."
Liguria,"Torino, Autostrada A6 La Verdemare, Montecala, Cosseria, Savona, Liguria, 17017, Italia",highway,motorway_junction,0.22010000000000002,"Secondo il catalogo pubblicato nel Bulletin de la Société de l'art français del 1936 delle 66 opere d'arte provenienti da Torino e inviate in Francia nel 1799, solo 46 fecero ritorno in Italia dopo il Congresso di Vienna. Il Congresso di Vienna e la Restaurazione diedero al Piemonte il territorio della Liguria (precedentemente repubbliche marinare di Genova e Noli) gettando così, anche se involontariamente, le basi del processo che porterà in poco più di cinquant'anni all'Unità d'Italia. Torino fu la prima capitale del nuovo Stato unitario dal 1861 al 1865, dopodiché la capitale divenne Firenze e, dal 1871, Roma."
Pian del Lot,"Pian del Lot, Circoscrizione 8, Torino, Piemonte, 10131, Italia",place,hamlet,0.6599999999999999,"Nel 1943 ebbe inizio a Torino l'ondata di scioperi nella grande industria che coinvolse quasi tutta l'Italia settentrionale e segnò la ripresa del movimento antifascista. Dopo l'8 settembre Torino venne occupata dalle truppe naziste e repubblichine che si macchiarono di numerosi eccidi, come quello del Pian del Lot, esecuzioni e deportazioni. Furono altresì attive in città le formazioni partigiane dei Gruppi (GAP) e delle Squadre di azione patriottica (SAP)."
Partigiani,"Partigiani, Viale Primo Maggio, Centro, Circoscrizione 1, Torino, Piemonte, 10124, Italia",railway,tram_stop,0.22010000000000002,"Furono altresì attive in città le formazioni partigiane dei Gruppi (GAP) e delle Squadre di azione patriottica (SAP). Il 25 aprile 1945 il Comitato di Liberazione Nazionale, che aveva la propria sede regionale presso la conceria Fiorio, proclamò l'ordine di insurrezione generale e con esso i Partigiani presero il controllo della città ponendo fine all'occupazione nazifascista. Alcuni giorni dopo, il 3 maggio, giunsero anche le prime truppe alleate."
Città di Torino,"Aeroporto di Torino, Via Santa Lucia, Santa Lucia, Malanghero, San Maurizio Canavese, Torino, Piemonte, 10077, Italia",aeroway,aerodrome,0.762805933283467,"Il numero di immigrati fu tanto consistente che il sindaco Diego Novelli (1975–1985) definì Torino ""la terza città meridionale d'Italia per popolazione dopo Napoli e Palermo"" . Lo stemma della Città di Torino, approvato dallo Stato con decreto dell'11 agosto 1931, è costituito da uno scudo svizzero azzurro a cui è sovrapposto un toro rampante d'oro, con le corna d'argento e con la corona comitale a nove perle. La città di Torino è la quinta tra le ventisette Città decorate di medaglia d'oro come ""benemerite del Risorgimento nazionale"" per le azioni patriottiche che ebbero luogo nella città nel periodo del Risorgimento:"
Città di Torino,"Aeroporto di Torino, Via Santa Lucia, Santa Lucia, Malanghero, San Maurizio Canavese, Torino, Piemonte, 10077, Italia",aeroway,aerodrome,0.762805933283467,"Torino 2008 World Design Capital: la città nel 2008 è stata la prima ""capitale mondiale del design"". Il titolo, conferito a Copenaghen dall'ICSID (International Council of Societies of Industrial Design), è stato creato appositamente per la Città di Torino per riconosciuti meriti e competenze presenti sul territorio. Contemporaneamente a tale occasione, dal 30 giugno al 2 luglio, al Lingotto Fiere si è svolto il ""XXIII congresso mondiale degli architetti"", accompagnato dalla mostra ""Architetture sensibili"", inaugurata il 26 luglio nel Castello di Rivara."
Città di Torino,"Aeroporto di Torino, Via Santa Lucia, Santa Lucia, Malanghero, San Maurizio Canavese, Torino, Piemonte, 10077, Italia",aeroway,aerodrome,0.762805933283467,"Eurovision Song Contest 2022 (10, 12 e 14 Maggio 2022): la Città di Torino ha ospitato l'Eurofestival presso il PalaOlimpico (PalaAlpitour o PalaIsozaki), in seguito alla vittoria dei Måneskin con Zitti e buoni nell'edizione precedente; è stata la terza edizione della manifestazione musicale a svolgersi in Italia, dopo le due edizioni del 1965 e del 1991."
Rinascimento,"Marilyn, Centro Commerciale San Francesco, Pasquaro, Rivarolo Canavese, Torino, Piemonte, 10086, Italia",shop,clothes,0.11010000000000002,"La pianta a scacchiera della città odierna però discende principalmente dall'ampliamento avvenuto all'inizio del seicento a opera di Carlo di Castellamonte. La pianta a scacchiera si rifece non all'origina romana, ma ai principi di ordine del Rinascimento ed era intesa a rappresentare il nuovo ordine e potere ducale di Torino, nuova capitale dei duchi di Savoia. Successivi ampliamenti a scacchiera furono eseguiti dal figlio Amedeo di Castellamonte e proseguirono per il resto della storia cittadina."
Savoia,"Savoia, 8, Via della Consolata, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",shop,hardware,0.22010000000000002,"La pianta a scacchiera della città odierna però discende principalmente dall'ampliamento avvenuto all'inizio del seicento a opera di Carlo di Castellamonte. La pianta a scacchiera si rifece non all'origina romana, ma ai principi di ordine del Rinascimento ed era intesa a rappresentare il nuovo ordine e potere ducale di Torino, nuova capitale dei duchi di Savoia. Successivi ampliamenti a scacchiera furono eseguiti dal figlio Amedeo di Castellamonte e proseguirono per il resto della storia cittadina."
Corso Vittorio Emanuele,"Corso Vittorio Emanuele, Andezeno, Torino, Piemonte, 10020, Italia",highway,residential,0.51,"I boulevard di Torino sono suddivisi in due o tre diverse carreggiate: di norma i più antichi, come Corso Vittorio Emanuele, Corso Francia e Corso Regina Margherita, presentano una carreggiata centrale con almeno due corsie per senso di marcia, divisa da alberate dalle altre due carreggiate laterali, dette controviali. I viali torinesi hanno una lunghezza complessiva di 320 km."
Corso Francia,"Corso Francia, Campidoglio, Circoscrizione 4, Torino, Piemonte, 10143, Italia",highway,residential,0.41000000000000003,"I boulevard di Torino sono suddivisi in due o tre diverse carreggiate: di norma i più antichi, come Corso Vittorio Emanuele, Corso Francia e Corso Regina Margherita, presentano una carreggiata centrale con almeno due corsie per senso di marcia, divisa da alberate dalle altre due carreggiate laterali, dette controviali. I viali torinesi hanno una lunghezza complessiva di 320 km."
Corso Francia,"Corso Francia, Campidoglio, Circoscrizione 4, Torino, Piemonte, 10143, Italia",highway,residential,0.41000000000000003,"Torino vanta anche cospicua presenza di edifici Liberty realizzati tra la fine del XIX e l'inizio del XX secolo. Le importanti testimonianze architettoniche di quest'epoca sono ancora percepibili in alcune zone centrali del capoluogo come i quartieri Centro, Crocetta, San Salvario e Borgo Po, ma con un'assoluta predominanza nell'area circostante il primo tratto di Corso Francia, comprendente i quartieri Cit Turin e San Donato. Sull'onda del crescente successo delle edizioni dell'Esposizione internazionale d'arte decorativa moderna (culminato con quella del 1902), Torino venne infatti considerata come una delle capitali del Liberty e vide il proliferare di questo nuovo stile in ambito prevalentemente architettonico, con contributi dei maggiori autori dell'epoca."
Corso Francia,"Corso Francia, Campidoglio, Circoscrizione 4, Torino, Piemonte, 10143, Italia",highway,residential,0.41000000000000003,"Un poliziesco interamente girato a Torino. Sono numerosi i luoghi riconoscibili della città, come Piazza Statuto, Piazza Cavour e Corso Francia. American Gigolò ."
Corso Regina Margherita,"Corso Regina Margherita, Vanchiglia, Circoscrizione 7, Torino, Piemonte, 10153, Italia",highway,primary,0.51,"I boulevard di Torino sono suddivisi in due o tre diverse carreggiate: di norma i più antichi, come Corso Vittorio Emanuele, Corso Francia e Corso Regina Margherita, presentano una carreggiata centrale con almeno due corsie per senso di marcia, divisa da alberate dalle altre due carreggiate laterali, dette controviali. I viali torinesi hanno una lunghezza complessiva di 320 km."
Porta Palatina,"Porta Palatina, Via Porta Palatina, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,bicycle_rental,0.31010000000000004,"resti di piccolo villaggio celto-ligure databile fra il IV e il III secolo a.C. con emergenze archeologiche di un successivo insediamento tardo-antico e altomedievale; parco archeologico della Porta Palatina e delle mura romane; Porta Decumana, inglobata in Palazzo Madama, e relativi scavi archeologici;"
Palazzo Madama,"Palazzo Madama, Piazza Castello, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,attraction,0.7107825531452872,"parco archeologico della Porta Palatina e delle mura romane; Porta Decumana, inglobata in Palazzo Madama, e relativi scavi archeologici; resti del teatro romano;"
Palazzo Madama,"Palazzo Madama, Piazza Castello, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,attraction,0.7107825531452872,"Tra questi si possono annoverare: Palazzo Madama e Casaforte degli Acaja, il cui corpo centrale fu costruito fra i secoli XIII e XV in stile gotico ampliando e inglobando la struttura dell'originale Porta Decumana d'epoca romana e conferendo al palazzo l'aspetto di un castello, che verrà completato nei secoli successivi con la facciata settecentesca dello Juvarra; chiesa di San Domenico, situata nell'omonima via;"
Palazzo Madama,"Palazzo Madama, Piazza Castello, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,attraction,0.7107825531452872,"la Galleria Sabauda (significativa raccolta di dipinti); Palazzo Carignano (progettato da Guarini e sede della prima Camera dei deputati del Parlamento italiano) e l'imponente Palazzo Madama. Quest'ultimo, in particolare, merita attenzione, in quanto situato nel vero centro sociale e geografico della città;"
Palazzo Madama,"Palazzo Madama, Piazza Castello, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,attraction,0.7107825531452872,"La città di Torino e i suoi dintorni sono abbelliti dalle numerose residenze sabaude, Patrimonio dell'umanità dell'UNESCO; nel comune di Torino si trovano il Palazzo Reale, il Palazzo Madama, la Villa della Regina e il Castello del Valentino. Torino vanta anche cospicua presenza di edifici Liberty realizzati tra la fine del XIX e l'inizio del XX secolo."
Palazzo Madama,"Palazzo Madama, Piazza Castello, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,attraction,0.7107825531452872,"Per l'arte figurativa è da citare la Galleria Sabauda, una delle più importanti pinacoteche d'Italia oggi parte dei Musei Reali, che ospita dipinti per il periodo che va dal XII al XVIII secolo. Per l'arte moderna e contemporanea vi sono la Galleria civica d'arte moderna e contemporanea (il secondo museo di arte moderna in Italia, con 5.000 dipinti e 400 sculture), il Museo civico d'arte antica di Palazzo Madama, la Fondazione Sandretto Re Rebaudengo contenente esposizioni degli artisti contemporanei provenienti da tutto il mondo e la Pinacoteca Giovanni e Marella Agnelli e la Fondazione Merz. Considerando che la vicina Rivoli ospita nell'omonimo castello il Museo d'Arte Contemporanea, Torino può essere considerata come il più importante polo museale italiano per l'arte contemporanea."
Palazzo Madama,"Palazzo Madama, Piazza Castello, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,attraction,0.7107825531452872,"Il museo Accorsi-Ometto è una ricca collezione privata, ora aperta al pubblico, di opere collezionistiche e di arte decorativa. Mostre temporanee di rilievo si tengono a Palazzo Bricherasio e a Palazzo Madama. Importanti sono poi dal punto di vista storico il Museo nazionale del Risorgimento italiano, presso Palazzo Carignano, e il Museo nazionale della montagna, presso il Monte dei Cappuccini, sulla riva destra del Po."
teatro romano,"Teatro Romano, Piazza San Giovanni, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia",historic,archaeological_site,0.5108043070254484,"Porta Decumana, inglobata in Palazzo Madama, e relativi scavi archeologici; resti del teatro romano; complesso archeologico del Duomo:"
santuario della Consolata,"Santuario della Consolata, Via della Consolata, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,place_of_worship,0.7320753060137233,"fondamenta delle tre basiliche paleocristiane gemelle sulle quali sorge la cattedrale rinascimentale, a loro volta poggianti su preesistenti abitazioni di epoca romana di cui rimangono evidenti testimonianze; resti della torre angolare della cinta muraria nei pressi del santuario della Consolata; tratto delle mura romane nelle sale sotterranee del Palazzo dell'Accademia delle Scienze;"
Palazzo dell'Accademia delle Scienze,"Palazzo dell'Accademia delle Scienze, Piazza Carignano, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",building,yes,0.7846177363283244,"resti della torre angolare della cinta muraria nei pressi del santuario della Consolata; tratto delle mura romane nelle sale sotterranee del Palazzo dell'Accademia delle Scienze; vari resti di abitazioni di epoca imperiale, fra cui le tracce delle domus di via Bellezia, via Santa Chiara, via Bonelli, Piazza Castello, la necropoli nel sottosuolo di Piazza San Carlo e gli edifici pubblici di Piazza Emanuele Filiberto e Corso XI"
