Regno d'Italia,"Apartments Villa Sandra, Ljubljanska cesta, Mjesni odbor Kantrida, Grad Rijeka, Grad Opatija, Primorsko-goranska županija, 51211, Hrvatska",building,house,0.101,"L'Impero austriaco dominò Milano fino al 9 maggio 1796, data in cui l'arciduca Ferdinando d'Asburgo-Este lasciò la città a causa dell'arrivo di Napoleone Bonaparte impegnato nella campagna d'Italia. Dal 1796 al 1797 Milano fu capitale della Repubblica Transpadana, dal 1797 al 1802 sede del governo della Repubblica Cisalpina, dal 1802 al 1805 capitale della Repubblica Italiana napoleonica e dal 1805 al 1814 sede del governo del Regno d'Italia napoleonico. L'arrivo di Napoleone Bonaparte suscitò un'ondata d'entusiasmo nei milanesi che videro in lui la possibilità di realizzazione dei nuovi ideali rivoluzionari francesi tanto attesi durante il periodo conservatore degli austriaci."
Regno d'Italia,"Apartments Villa Sandra, Ljubljanska cesta, Mjesni odbor Kantrida, Grad Rijeka, Grad Opatija, Primorsko-goranska županija, 51211, Hrvatska",building,house,0.101,"Essa tuttavia non ebbe vita facile perché, partito Napoleone, Milano ricadde nel giacobinismo e non riuscì a opporre alcuna resistenza al ritorno degli austriaci nel 1799, che intrapresero una cieca repressione. Dopo la nomina di Napoleone a primo console, grazie alla vittoria nella battaglia di Marengo, la città divenne capitale del Regno d'Italia napoleonico.  Epoca contemporanea Dall'epoca napoleonica alla seconda guerra mondiale Alla caduta di Napoleone Bonaparte, con il Congresso di Vienna (1815), Milano tornò sotto il dominio austriaco, non più come ducato, ma come capitale del neonato Regno Lombardo-Veneto e ciò rimase fino al 1859, quando in seguito alla seconda guerra d'indipendenza, entrò a far parte del Regno di Sardegna, che divenne poi Regno d'Italia nel 1861."
Regno d'Italia,"Apartments Villa Sandra, Ljubljanska cesta, Mjesni odbor Kantrida, Grad Rijeka, Grad Opatija, Primorsko-goranska županija, 51211, Hrvatska",building,house,0.101,"Dopo la nomina di Napoleone a primo console, grazie alla vittoria nella battaglia di Marengo, la città divenne capitale del Regno d'Italia napoleonico.  Epoca contemporanea Dall'epoca napoleonica alla seconda guerra mondiale Alla caduta di Napoleone Bonaparte, con il Congresso di Vienna (1815), Milano tornò sotto il dominio austriaco, non più come ducato, ma come capitale del neonato Regno Lombardo-Veneto e ciò rimase fino al 1859, quando in seguito alla seconda guerra d'indipendenza, entrò a far parte del Regno di Sardegna, che divenne poi Regno d'Italia nel 1861. Dopo l'annessione di Roma allo Stato italiano (1870) e la sua trasformazione in capitale, per diverso tempo Milano venne qualificata con il titolo di Capitale morale;"
Regno d'Italia,"Apartments Villa Sandra, Ljubljanska cesta, Mjesni odbor Kantrida, Grad Rijeka, Grad Opatija, Primorsko-goranska županija, 51211, Hrvatska",building,house,0.101,"Degna di nota fu anche la stagione neoclassica milanese, che fu tra le più importanti in Italia e in Europa. Durò dalla fine del regno di Maria Teresa d'Austria, e continuò per tutto il successivo Regno d'Italia napoleonico e durante la Restaurazione: in questo periodo Milano fu protagonista di una forte rinascita culturale ed economica, in cui il Neoclassicismo fu lo stile artistico dominante e la maggiore espressione."
Regno d'Italia,"Apartments Villa Sandra, Ljubljanska cesta, Mjesni odbor Kantrida, Grad Rijeka, Grad Opatija, Primorsko-goranska županija, 51211, Hrvatska",building,house,0.101,"intorno al 1869 nacquero quindi quattordici comuni poi definiti ""amministrativi"", normati dalla legislazione italiana e non più ereditati dagli Stati pre-unitari. Già sotto il Regno d'Italia di Napoleone Bonaparte venne emanata una riforma amministrativa di largo respiro che, anticipando i tempi di oltre un secolo, aveva espanso Milano su una superficie comparabile a quella attuale. Tale esperimento, poi abrogato al ritorno degli austriaci, coinvolse trentasei comuni ""censuari""."
Repubblica Italiana,"Repubblica Italiana, 26, Berezyńska, Saska Kępa, Praga-Południe, Warszawa, województwo mazowieckie, 03-905, Polska",amenity,restaurant,0.201,"Capitale del Regno d'Italia napoleonico, dopo la Restaurazione fu tra i più attivi centri del Risorgimento fino al suo ingresso nel Regno d'Italia sabaudo. Principale centro economico e finanziario della Repubblica Italiana, Milano ne guidò lo sviluppo industriale, costituendo con Torino e Genova il cosiddetto Triangolo industriale, in particolar modo durante gli anni del boom economico, quando la crescita industriale e urbanistica coinvolse anche le città limitrofe, creando la vasta area metropolitana milanese. In ambito culturale, Milano è il principale centro italiano dell'editoria ed è ai vertici del circuito musicale mondiale grazie alla stagione lirica del Teatro alla Scala e alla sua lunga tradizione operistica."
Repubblica Italiana,"Repubblica Italiana, 26, Berezyńska, Saska Kępa, Praga-Południe, Warszawa, województwo mazowieckie, 03-905, Polska",amenity,restaurant,0.201,"L'Impero austriaco dominò Milano fino al 9 maggio 1796, data in cui l'arciduca Ferdinando d'Asburgo-Este lasciò la città a causa dell'arrivo di Napoleone Bonaparte impegnato nella campagna d'Italia. Dal 1796 al 1797 Milano fu capitale della Repubblica Transpadana, dal 1797 al 1802 sede del governo della Repubblica Cisalpina, dal 1802 al 1805 capitale della Repubblica Italiana napoleonica e dal 1805 al 1814 sede del governo del Regno d'Italia napoleonico. L'arrivo di Napoleone Bonaparte suscitò un'ondata d'entusiasmo nei milanesi che videro in lui la possibilità di realizzazione dei nuovi ideali rivoluzionari francesi tanto attesi durante il periodo conservatore degli austriaci."
Repubblica Italiana,"Repubblica Italiana, 26, Berezyńska, Saska Kępa, Praga-Południe, Warszawa, województwo mazowieckie, 03-905, Polska",amenity,restaurant,0.201,"La folla incominciò a calpestare e colpire i corpi ricoprendoli di sputi, e solo grazie all'intervento di vigili del fuoco e di alcuni partigiani i cadaveri furono sottratti all'ira della folla e appesi a testa in giù sulla pensilina del distributore presente nella piazza. Dal secondo dopoguerra al nuovo millennio Città emblema della Resistenza (il 25 aprile, festa nazionale della liberazione, ricorda l'insurrezione generale partigiana del 25 aprile 1945 che ha portato alla liberazione di Milano) fu, nel secondo dopoguerra, dopo la nascita della Repubblica Italiana (1946), uno dei motori della ricostruzione industriale e culturale dell'Italia postbellica. A Milano si svolsero alcuni dei maggiori scontri del Sessantotto italiano e qui ci fu il primo episodio della cosiddetta strategia della tensione (il 12 dicembre 1969 con la strage di piazza Fontana)."
Repubblica Italiana,"Repubblica Italiana, 26, Berezyńska, Saska Kępa, Praga-Południe, Warszawa, województwo mazowieckie, 03-905, Polska",amenity,restaurant,0.201,"Tra gli autori che più hanno contribuito al panorama letterario milanese vale la pena menzionare i poeti Carlo Porta, Delio Tessa e Franco Loi, i drammaturghi Carlo Bertolazzi ed Edoardo Ferravilla e lo scrittore Cletto Arrighi. Il milanese non ha un riconoscimento giuridico (legge nº 482 del 1999) e non è oggetto di tutela da parte della Repubblica Italiana, mentre la lingua lombarda è riconosciuta ufficiosamente con la Raccomandazione nº 928 del 7 ottobre 1981 del Consiglio d'Europa. Un notevole avvicinamento del dialetto all'italiano si è avuto, soprattutto nel corso del XX secolo, anche per via dell'acquisizione di lessico dalla lingua nazionale (per esempio scòla rispetto a scoeura ""scuola"", ecc.), un fenomeno abbastanza comprensibile se si pensa che chi parla milanese in genere parla anche italiano."
Teatro alla Scala,"Teatro alla Scala, 1, Piazza della Scala, Duomo, Municipio 1, Milano, Lombardia, 20021, Italia",tourism,attraction,0.8814969354500465,"Principale centro economico e finanziario della Repubblica Italiana, Milano ne guidò lo sviluppo industriale, costituendo con Torino e Genova il cosiddetto Triangolo industriale, in particolar modo durante gli anni del boom economico, quando la crescita industriale e urbanistica coinvolse anche le città limitrofe, creando la vasta area metropolitana milanese. In ambito culturale, Milano è il principale centro italiano dell'editoria ed è ai vertici del circuito musicale mondiale grazie alla stagione lirica del Teatro alla Scala e alla sua lunga tradizione operistica. È inoltre tra i principali poli fieristici europei (con ben due esposizioni universali ospitate:"
Teatro alla Scala,"Teatro alla Scala, 1, Piazza della Scala, Duomo, Municipio 1, Milano, Lombardia, 20021, Italia",tourism,attraction,0.8814969354500465,"Gli aerei sganciarono le bombe da quote molto elevate, colpendo a caso gli edifici del centro storico. Il Teatro alla Scala, Palazzo Marino, la Rinascente, la sede del Corriere della Sera, gli stabilimenti della Pirelli, dell'Alfa Romeo e della Breda vennero pesantemente bombardati mentre la Galleria Vittorio Emanuele fu scoperchiata. Il Duomo fu risparmiato nonostante il crollo di decine di statue."
Teatro alla Scala,"Teatro alla Scala, 1, Piazza della Scala, Duomo, Municipio 1, Milano, Lombardia, 20021, Italia",tourism,attraction,0.8814969354500465,"Il monumento simbolo della città è la basilica cattedrale metropolitana della Natività della Beata Vergine Maria, più conosciuta con il nome di Duomo di Milano, situata nell'omonima piazza, centro della vita economica e culturale cittadina. A breve distanza si trova il settecentesco Teatro alla Scala, uno dei teatri lirici più famosi al mondo. A collegare piazza della Scala e piazza del Duomo è la galleria Vittorio Emanuele II, un passaggio coperto con strutture di ferro e vetro a vista in stile eclettico."
Teatro alla Scala,"Teatro alla Scala, 1, Piazza della Scala, Duomo, Municipio 1, Milano, Lombardia, 20021, Italia",tourism,attraction,0.8814969354500465,"Brera, il quartiere notturno per eccellenza, ne ospita tre, altre sale si trovano lungo corsi trafficati o vicoli nascosti, piazze note e strade decentrate.  L'ente lirico di Milano è il Teatro alla Scala, che è uno dei teatri più famosi al mondo e che è conosciuto per essere il ""tempio della lirica"". Il Teatro alla Scala prende il nome dalla chiesa di Santa Maria alla Scala, in seguito demolita, che derivò a sua volta la denominazione dalla sua fondatrice, Regina della Scala, della dinastia degli Scaligeri di Verona."
Teatro alla Scala,"Teatro alla Scala, 1, Piazza della Scala, Duomo, Municipio 1, Milano, Lombardia, 20021, Italia",tourism,attraction,0.8814969354500465," L'ente lirico di Milano è il Teatro alla Scala, che è uno dei teatri più famosi al mondo e che è conosciuto per essere il ""tempio della lirica"". Il Teatro alla Scala prende il nome dalla chiesa di Santa Maria alla Scala, in seguito demolita, che derivò a sua volta la denominazione dalla sua fondatrice, Regina della Scala, della dinastia degli Scaligeri di Verona. L'altra sala adatta alla lirica è il nuovo Teatro degli Arcimboldi, che prende il nome dalla Bicocca degli Arcimboldi, villino nobiliare costruito nella seconda metà del XV secolo come dimora di campagna della famiglia Arcimboldi."
Teatro alla Scala,"Teatro alla Scala, 1, Piazza della Scala, Duomo, Municipio 1, Milano, Lombardia, 20021, Italia",tourism,attraction,0.8814969354500465,"Nella città di Milano sono stati girati interamente, o parzialmente, 113 film nel 2011, 130 nel 2012, 180 nel 2013, 210 nel 2014 e 230 nel 2015. Musica  La tradizione operistica milanese, importata da Venezia e sempre sostenuta dalla città, è iniziata nella corte spagnola ai tempi del Salone Margherita, così chiamato in onore di Margherita d'Austria-Stiria, ed esaltata dalla presenza del Regio Ducal Teatro e successivamente del Teatro alla Scala: ciò ha posto Milano ai vertici del circuito musicale mondiale."
Pianura Padana,"Pianura Padana, Italia",natural,plain,0.7020833691768993,"Milano è considerata una città globale, unica città italiana nel novero delle Città Mondiali Alfa. Geografia fisica Territorio Milano poggia su un terreno di origine fluvio-glaciale a cemento carbonatico, comune a tutta la Pianura Padana. La sua caratteristica principale è quella di essere facilmente carsificabile."
Pianura Padana,"Pianura Padana, Italia",natural,plain,0.7020833691768993,"Tra le architetture degne di nota a essi collegati, ci sono svariate conche di navigazione (tra cui la conca dell'Incoronata, la conca di Viarenna, la conca Fallata e la conchetta), alcuni mulini ad acqua (tra cui Molino Dorino e Mulino Vettabbia) e il ponte delle Gabelle.  Clima  Milano è situata a occidente del bacino della Pianura Padana ed è caratterizzata da un clima temperato umido con una sensibile escursione termica annua (estate calda e inverno freddo), Cfa secondo la classificazione dei climi di Köppen. Milano, come gran parte della Pianura Padana, accusa una scarsa ventilazione che favorisce il ristagno delle nebbie e degli inquinanti, anche in ragione dell'alta densità abitativa."
Pianura Padana,"Pianura Padana, Italia",natural,plain,0.7020833691768993," Clima  Milano è situata a occidente del bacino della Pianura Padana ed è caratterizzata da un clima temperato umido con una sensibile escursione termica annua (estate calda e inverno freddo), Cfa secondo la classificazione dei climi di Köppen. Milano, come gran parte della Pianura Padana, accusa una scarsa ventilazione che favorisce il ristagno delle nebbie e degli inquinanti, anche in ragione dell'alta densità abitativa. Gli inverni milanesi sono quindi più freddi rispetto a quelli delle città costiere, senza però raggiungere gli estremi tipici dell'Europa centrale grazie alla latitudine più meridionale e alla protezione fornita dalla catena delle Alpi."
Pianura Padana,"Pianura Padana, Italia",natural,plain,0.7020833691768993,"L'umidità è statisticamente presente durante tutto l'anno in special modo nei mesi invernali e durante la notte. Le nebbie sono favorite dal cielo sereno, che consente il raffreddamento da irraggiamento, dal suolo superficialmente umido, dalla scarsa ventilazione della Pianura Padana occidentale e da particolari configurazioni bariche invernali come i regimi altopressori che in questo periodo dell'anno tendono a presentarsi con una certa frequenza. Di seguito è riportata la tabella con le medie climatiche e i valori massimi e minimi assoluti registrati nel trentennio 1971-2000 e pubblicati nell'Atlante Climatico d'Italia del Servizio Meteorologico dell'Aeronautica Militare relativo al citato trentennio."
Pianura Padana,"Pianura Padana, Italia",natural,plain,0.7020833691768993,"Il simbolo trascritto ś è qui usato per rappresentare una /d/ etimologica, come mostrano altri usi di tale simbolo in celtico, oltre al fatto che questo stesso segno ᛞ in runico ha precisamente il valore di /d/. In Mediolanum i linguisti riconoscono, tradizionalmente, un termine composto formato dalle parole medio e (p)lanum, ovvero ""in mezzo alla pianura"" o ""pianura di mezzo"", con *planum divenuto lanum con caduta della p- di inizio di parola, che è tipica delle lingue celtiche. Alcune teorie diffuse in scritti non specialistici, che ignorano l'esistenza di una sicura attestazione del nome celtico offerta dal graffito sopra ricordato, fanno riferimento ad un ipotetico toponimo celtico Medhelan, che avrebbe il significato di ""in mezzo alla pianura"", vista la sua posizione centrale nella Pianura Padana, oppure di ""luogo fra corsi d'acqua"" data la presenza dei fiumi Olona, Lambro, Seveso e dei torrenti Nirone e Pudiga; altre ipotesi individuano il significato di ""santuario centrale"" (con riferimento, per il secondo termine del composto"
Pianura Padana,"Pianura Padana, Italia",natural,plain,0.7020833691768993,"Nel breve periodo bizantino potrebbe essere stata elevata a capitale della diocesi italiana (Italia del Nord), anche se di questo fatto non sono presenti prove documentali certe. Nel VI secolo, con la discesa dei Longobardi nella Pianura Padana, Milano subì saccheggi e spoliazioni, che durarono diversi decenni, ai quali seguì un primo impulso di rinascita. Capitale del dominio longobardo era la vicina Pavia ma anche Milano rivestì, per un breve periodo, questa funzione sotto il regno di Agilulfo e Teodolinda e del loro figlio Adaloaldo, dal 604 circa al 626 circa."
Adda,"Adda, কুমিল্লা জেলা, চট্টগ্রাম বিভাগ, বাংলাদেশ",place,village,0.385,"Tale roccia è ricoperta dai sedimenti fluviali quaternari ed è visibile lungo i principali corsi d'acqua che la solcano, costituendo conglomerati rocciosi che in Lombardia sono conosciuti come ""ceppi"". Milano occupa un'area di 181,67 km² a occidente della Lombardia, situata a 25 km a est del fiume Ticino, a 25 km a ovest del fiume Adda, a 35 km a nord del fiume Po e a 50 km a sud del lago di Como, lungo la cosiddetta ""fascia delle risorgive"", laddove vi è l'incontro, nel sottosuolo, tra strati geologici a differente permeabilità, aspetto che permette alle acque profonde di riaffiorare in superficie. L'idrografia di Milano e della zona dei comuni confinanti è particolarmente complessa, sia per cause naturali, vista la cospicua presenza di fiumi, torrenti e fontanili, che formano un vero e proprio groviglio idrico, sia per questioni legate ai lavori di canalizzazioni e di deviazione dei corsi d'acqua di matrice antropica, aventi il proprio inizio durante l'epoca romana, che hanno portato alla realizzazione di numerose rogge, canali e laghi artificiali."
lago di Como,"Lago di Como, Municipio de Crispi, Departamento San Martín, Santa Fe, Argentina",highway,residential,0.4,"Tale roccia è ricoperta dai sedimenti fluviali quaternari ed è visibile lungo i principali corsi d'acqua che la solcano, costituendo conglomerati rocciosi che in Lombardia sono conosciuti come ""ceppi"". Milano occupa un'area di 181,67 km² a occidente della Lombardia, situata a 25 km a est del fiume Ticino, a 25 km a ovest del fiume Adda, a 35 km a nord del fiume Po e a 50 km a sud del lago di Como, lungo la cosiddetta ""fascia delle risorgive"", laddove vi è l'incontro, nel sottosuolo, tra strati geologici a differente permeabilità, aspetto che permette alle acque profonde di riaffiorare in superficie. L'idrografia di Milano e della zona dei comuni confinanti è particolarmente complessa, sia per cause naturali, vista la cospicua presenza di fiumi, torrenti e fontanili, che formano un vero e proprio groviglio idrico, sia per questioni legate ai lavori di canalizzazioni e di deviazione dei corsi d'acqua di matrice antropica, aventi il proprio inizio durante l'epoca romana, che hanno portato alla realizzazione di numerose rogge, canali e laghi artificiali."
Romani,"Romani, Pacarán, Cañete, Lima, Perú",place,village,0.385,"L'idrografia di Milano e della zona dei comuni confinanti è particolarmente complessa, sia per cause naturali, vista la cospicua presenza di fiumi, torrenti e fontanili, che formano un vero e proprio groviglio idrico, sia per questioni legate ai lavori di canalizzazioni e di deviazione dei corsi d'acqua di matrice antropica, aventi il proprio inizio durante l'epoca romana, che hanno portato alla realizzazione di numerose rogge, canali e laghi artificiali. Dal momento che l'acqua è abbondante e facilmente raggiungibile, a Milano gli antichi Romani non realizzarono mai acquedotti. I corsi d'acqua più importanti che interessano la Milano moderna e la sua area metropolitana sono i fiumi Lambro, Olona e Seveso, i torrenti Bozzente, Garbogera, Lura, Merlata e Pudiga, i canali navigabili Naviglio della Martesana, Naviglio Grande, Naviglio Pavese, Naviglio di Bereguardo, Naviglio di Paderno e Vettabbia, e i corsi d'acqua artificiali Canale Ticinello, Canale Vetra, Cavo Redefossi, Cavo Ticinello e Lambro Meridionale."
Romani,"Romani, Pacarán, Cañete, Lima, Perú",place,village,0.385,"La carta di distribuzione dei ritrovamenti della prima età del ferro mostra che l'insediamento golasecchiano (V secolo a.C.) occupava un'area di circa 12 ettari nei pressi della moderna piazza San Sepolcro. Epoca romana  Dopo essere stata la più importante città dei Celti insubri Milano fu conquistata dai Romani nel 222 a.C. in seguito a un aspro assedio dai consoli Gneo Cornelio Scipione Calvo e Marco Claudio Marcello. La conquista fu contrastata dalla discesa di Annibale, al quale la popolazione celtica si alleò."
Lambro,"Lambro, Rue Brossard, Le Christ Roi, La Prairie, Roussillon, Montérégie, Québec, J5R2R7, Canada",man_made,works,0.11100000000000002,"Dal momento che l'acqua è abbondante e facilmente raggiungibile, a Milano gli antichi Romani non realizzarono mai acquedotti. I corsi d'acqua più importanti che interessano la Milano moderna e la sua area metropolitana sono i fiumi Lambro, Olona e Seveso, i torrenti Bozzente, Garbogera, Lura, Merlata e Pudiga, i canali navigabili Naviglio della Martesana, Naviglio Grande, Naviglio Pavese, Naviglio di Bereguardo, Naviglio di Paderno e Vettabbia, e i corsi d'acqua artificiali Canale Ticinello, Canale Vetra, Cavo Redefossi, Cavo Ticinello e Lambro Meridionale. A Milano sono anche situati due importanti bacini artificiali, la Darsena di Porta Ticinese e l'Idroscalo di Milano."
Lambro,"Lambro, Rue Brossard, Le Christ Roi, La Prairie, Roussillon, Montérégie, Québec, J5R2R7, Canada",man_made,works,0.11100000000000002,"Il simbolo trascritto ś è qui usato per rappresentare una /d/ etimologica, come mostrano altri usi di tale simbolo in celtico, oltre al fatto che questo stesso segno ᛞ in runico ha precisamente il valore di /d/. In Mediolanum i linguisti riconoscono, tradizionalmente, un termine composto formato dalle parole medio e (p)lanum, ovvero ""in mezzo alla pianura"" o ""pianura di mezzo"", con *planum divenuto lanum con caduta della p- di inizio di parola, che è tipica delle lingue celtiche. Alcune teorie diffuse in scritti non specialistici, che ignorano l'esistenza di una sicura attestazione del nome celtico offerta dal graffito sopra ricordato, fanno riferimento ad un ipotetico toponimo celtico Medhelan, che avrebbe il significato di ""in mezzo alla pianura"", vista la sua posizione centrale nella Pianura Padana, oppure di ""luogo fra corsi d'acqua"" data la presenza dei fiumi Olona, Lambro, Seveso e dei torrenti Nirone e Pudiga; altre ipotesi individuano il significato di ""santuario centrale"" (con riferimento, per il secondo termine del composto"
Olona,"Olona, Lower Campus Road, Kaimuki, East Honolulu, Honolulu, Honolulu County, Hawaii, 96186, United States",building,college,0.11100000000000002,"Dal momento che l'acqua è abbondante e facilmente raggiungibile, a Milano gli antichi Romani non realizzarono mai acquedotti. I corsi d'acqua più importanti che interessano la Milano moderna e la sua area metropolitana sono i fiumi Lambro, Olona e Seveso, i torrenti Bozzente, Garbogera, Lura, Merlata e Pudiga, i canali navigabili Naviglio della Martesana, Naviglio Grande, Naviglio Pavese, Naviglio di Bereguardo, Naviglio di Paderno e Vettabbia, e i corsi d'acqua artificiali Canale Ticinello, Canale Vetra, Cavo Redefossi, Cavo Ticinello e Lambro Meridionale. A Milano sono anche situati due importanti bacini artificiali, la Darsena di Porta Ticinese e l'Idroscalo di Milano."
Olona,"Olona, Lower Campus Road, Kaimuki, East Honolulu, Honolulu, Honolulu County, Hawaii, 96186, United States",building,college,0.11100000000000002,"Il simbolo trascritto ś è qui usato per rappresentare una /d/ etimologica, come mostrano altri usi di tale simbolo in celtico, oltre al fatto che questo stesso segno ᛞ in runico ha precisamente il valore di /d/. In Mediolanum i linguisti riconoscono, tradizionalmente, un termine composto formato dalle parole medio e (p)lanum, ovvero ""in mezzo alla pianura"" o ""pianura di mezzo"", con *planum divenuto lanum con caduta della p- di inizio di parola, che è tipica delle lingue celtiche. Alcune teorie diffuse in scritti non specialistici, che ignorano l'esistenza di una sicura attestazione del nome celtico offerta dal graffito sopra ricordato, fanno riferimento ad un ipotetico toponimo celtico Medhelan, che avrebbe il significato di ""in mezzo alla pianura"", vista la sua posizione centrale nella Pianura Padana, oppure di ""luogo fra corsi d'acqua"" data la presenza dei fiumi Olona, Lambro, Seveso e dei torrenti Nirone e Pudiga; altre ipotesi individuano il significato di ""santuario centrale"" (con riferimento, per il secondo termine del composto"
