Corticella,"Corticella, Navile, Bologna, Emilia-Romagna, 40128, Italia",place,suburb,0.47914529475684114,"L'altimetria del territorio comunale spazia dai 29 m s.l.m. del quartiere di Corticella ai 54 del centro del capoluogo, fino ai circa 280 del Colle della Guardia che domina sull'area urbana, e ai circa 390 del Monte Sabbiuno ai confini meridionali del territorio comunale.  Clima Bologna presenta un clima temperato umido con estate molto calda e umida e inverni piuttosto freddi e umidi."
Corticella,"Corticella, Navile, Bologna, Emilia-Romagna, 40128, Italia",place,suburb,0.47914529475684114,"Etnie e minoranze straniere Secondo i dati ISTAT, al 31 dicembre 2020 i cittadini stranieri a Bologna risultavano 62 422 (15,9% tra tutti i residenti).Le prime dieci comunità sono quelle provenienti da:  Romania, 9 726 Bangladesh, 4 990 Filippine, 4 966 Cina, 4 547 Pakistan, 4 368 Ucraina, 3 815 Marocco, 3 439 Moldavia, 3 381 Albania, 2 657 Sri Lanka, 1 297A Bologna è nata una delle prime chinatown italiane, con i primi insediamenti di cittadini cinesi risalenti agli anni trenta, ampliatisi negli anni cinquanta e ottanta. L'area dove si concentrarono fin dall'inizio le comunità cinesi comprende le zone della Bolognina e di Corticella (soprattutto attorno a via Ferrarese). La Bolognina ed il Pilastro sono statisticamente i quartieri ove si concentra maggiormente la popolazione straniera di Bologna."
Colle della Guardia,"Colle della Guardia, Bologna, Emilia-Romagna, 40135, Italia",natural,peak,0.71,"L'altimetria del territorio comunale spazia dai 29 m s.l.m. del quartiere di Corticella ai 54 del centro del capoluogo, fino ai circa 280 del Colle della Guardia che domina sull'area urbana, e ai circa 390 del Monte Sabbiuno ai confini meridionali del territorio comunale.  Clima Bologna presenta un clima temperato umido con estate molto calda e umida e inverni piuttosto freddi e umidi."
Colle della Guardia,"Colle della Guardia, Bologna, Emilia-Romagna, 40135, Italia",natural,peak,0.71,"Santa Maria della Vita (la chiesa del primo ospedale di Bologna, fondato nel 1260), al cui interno si trovano le preziosissime terrecotte delle Marie Piangenti, note come Compianto sul Cristo morto e realizzate da Niccolò dell'Arca tra il 1463 e il 1490. Sul Colle della Guardia, a sud-ovest del centro storico, si trova il caratteristico santuario della Madonna di San Luca (1765), raggiungibile per una lunghissima e suggestiva via porticata del XVII e XVIII secolo (la più lunga al mondo, ben 3,796 km).  Altri edifici di culto In via De' Gombruti n. 7 è presente una sinagoga del 1954 su progetto di Guido Muggia."
Monte Sabbiuno,"Monte Sabbiuno, Bologna, Emilia-Romagna, 40067, Italia",natural,peak,0.40919352018435595,"L'altimetria del territorio comunale spazia dai 29 m s.l.m. del quartiere di Corticella ai 54 del centro del capoluogo, fino ai circa 280 del Colle della Guardia che domina sull'area urbana, e ai circa 390 del Monte Sabbiuno ai confini meridionali del territorio comunale.  Clima Bologna presenta un clima temperato umido con estate molto calda e umida e inverni piuttosto freddi e umidi."
Clima Bologna,"Clima Mio, Via Paolo Bovi Campeggi, Saffi, Saragozza-Porto, Bologna, Emilia-Romagna, 40122, Italia",shop,gift,0.32100000000000006,"del quartiere di Corticella ai 54 del centro del capoluogo, fino ai circa 280 del Colle della Guardia che domina sull'area urbana, e ai circa 390 del Monte Sabbiuno ai confini meridionali del territorio comunale.  Clima Bologna presenta un clima temperato umido con estate molto calda e umida e inverni piuttosto freddi e umidi. La temperatura minima assoluta, registrata all'aeroporto Guglielmo Marconi, è di −18,8 °C registrata nel 1966 mentre la massima assoluta è stata di +40,1 °C registrata il 4 agosto 2017."
Etruria,"Etruria, Fossolo, Savena, Croce del Biacco, Bologna, Emilia-Romagna, 40138, Italia",highway,platform,0.32,"In questo periodo, e fino al VI secolo a.C., la zona dove sorge oggi Bologna era occupata da nuclei insediativi dell'età del ferro appartenenti alla civiltà villanoviana. Nel VII-VI secolo a.C. abbiamo testimonianze di un'apertura ai modelli culturali e artistici dell'Etruria tirrenica, durante la quale la città fu chiamata Felsina (in etrusco Felzna o Felsna). Successivamente (V-IV secolo a.C.), con la discesa dei Galli nella penisola, gli Etruschi persero il controllo dell'area."
Felsina,"Felsina, Pontevecchio, Savena, Croce del Biacco, Bologna, Emilia-Romagna, 40139, Italia",highway,platform,0.32,"In questo periodo, e fino al VI secolo a.C., la zona dove sorge oggi Bologna era occupata da nuclei insediativi dell'età del ferro appartenenti alla civiltà villanoviana. Nel VII-VI secolo a.C. abbiamo testimonianze di un'apertura ai modelli culturali e artistici dell'Etruria tirrenica, durante la quale la città fu chiamata Felsina (in etrusco Felzna o Felsna). Successivamente (V-IV secolo a.C.), con la discesa dei Galli nella penisola, gli Etruschi persero il controllo dell'area."
Galli,"Stadio Romeo Galli, Via Atleti Azzurri d'Italia, Tre Monti - Zello, Imola, Nuovo Circondario Imolese, Bologna, Emilia-Romagna, 40026, Italia",leisure,stadium,0.5029751691113914,"Nel VII-VI secolo a.C. abbiamo testimonianze di un'apertura ai modelli culturali e artistici dell'Etruria tirrenica, durante la quale la città fu chiamata Felsina (in etrusco Felzna o Felsna). Successivamente (V-IV secolo a.C.), con la discesa dei Galli nella penisola, gli Etruschi persero il controllo dell'area. Il dominio gallico sulla zona durò fino al 196 a.C., anno in cui i Galli Boi furono soggiogati dai Romani."
Bononia,"Bologna, Emilia-Romagna, Italia",boundary,administrative,0.7905771109268431,"Il dominio gallico sulla zona durò fino al 196 a.C., anno in cui i Galli Boi furono soggiogati dai Romani. Nel 189 a.C. questi ultimi fondarono sul sito una colonia di diritto latino a cui diedero il nome di Bononia.  Storia medievale Dopo la caduta dell'Impero, fu soggetta a Odoacre, a Teodorico il Grande (493-526), a Bisanzio e infine, nel 727, ai Longobardi, per i quali costituì principalmente un centro militare."
Irnerio,"Irnerio, Santo Stefano, Bologna, Emilia-Romagna, 40126, Italia",place,suburb,0.49500000000000005,"Al 1088 è convenzionalmente fatta risalire la fondazione di quella che è riconosciuta come la prima università del mondo occidentale (lo Studium). Tra i primi maestri vi furono i giuristi Pepone, Accursio e Irnerio, che resero famosa in tutta Europa la scuola di giurisprudenza bolognese. Il comune partecipò alla lotta contro il Barbarossa, conclusasi con la pace di Costanza nel 1183, dopo la quale conobbe una forte espansione, anche edilizia (periodo delle case-torri):"
Liber Paradisus,"Piazza Liber Paradisus, Bolognina, Navile, Bologna, Emilia-Romagna, Italia",highway,pedestrian,0.46808398316926647,"Nel 1249 i bolognesi riuscirono a catturare Re Enzo di Sardegna, figlio di Federico II di Svevia, il quale fu tenuto prigioniero fino alla sua morte (1272) nell'omonimo palazzo. Nel 1257, per la prima volta in Italia e forse nel mondo, il podestà Bonaccorso da Soresina promulgò il Liber Paradisus che aboliva la schiavitù e riscattava i servi della gleba, pagando gli ex proprietari con soldi pubblici e a prezzo di mercato. Fra la fine del XIII e l'inizio del XIV secolo le lotte interne indebolirono le istituzioni comunali e la città andò progressivamente assoggettandosi all'autorità papale."
Pepoli,"Castiglione dei Pepoli, Unione dell'Appennino Bolognese, Bologna, Emilia-Romagna, 40035, Italia",boundary,administrative,0.6886629079519581,"Nel 1327 il legato pontificio Bertrando del Poggetto prese la città, per poi essere cacciato a furor di popolo nel 1334. Nel 1337 ebbe inizio la signoria dei Pepoli. Alla morte di Taddeo Pepoli il governo della città passò ai Visconti di Milano, poi nuovamente alla Chiesa."
Visconti di Milano,"Rotonda Luchino Visconti, Pilastro, San Donato-San Vitale, San Sisto, Bologna, Emilia-Romagna, 40127, Italia",highway,secondary,0.31,"Nel 1337 ebbe inizio la signoria dei Pepoli. Alla morte di Taddeo Pepoli il governo della città passò ai Visconti di Milano, poi nuovamente alla Chiesa. Dopo un effimero periodo comunale, nel 1401 la signoria della città passò ai Bentivoglio, che la mantennero - fra alterne vicende - fino alla cacciata ad opera di papa Giulio II nel 1506."
Basilica di San Petronio,"Basilica di San Petronio, Piazza Galvani, Galvani, Santo Stefano, Bologna, Emilia-Romagna, 40124, Italia",amenity,place_of_worship,0.9192314791741042,"Dopo un effimero periodo comunale, nel 1401 la signoria della città passò ai Bentivoglio, che la mantennero - fra alterne vicende - fino alla cacciata ad opera di papa Giulio II nel 1506.  Storia moderna Nel 1507 Bologna passò allo Stato Pontificio e nel 1530 nella Basilica di San Petronio venne celebrata l'incoronazione di Carlo V Imperatore per mano di Papa Clemente VII. La città rimase nello Stato Pontificio fino al 1796, quando con Napoleone arrivarono a Bologna le truppe francesi."
Friuli,"Cimitero Gruppo di combattimento Friuli, Casalecchio dei Conti, Castel San Pietro Terme, Nuovo Circondario Imolese, Bologna, Emilia-Romagna, 40024, Italia",landuse,cemetery,0.41,"Il 9 aprile 1945 iniziò la battaglia per la città. La mattina del 21 aprile, in una Bologna ormai abbandonata dai tedeschi, entrarono in città fra il giubilo della popolazione i soldati del II Corpo polacco dell'VIII armata britannica, i reparti avanzati della 91ª e 34ª divisione USA, avanguardie dei Gruppi di Combattimento italiani ""Friuli"" e ""Legnano"", e partigiani della ""Brigata Maiella"".  Storia recente Dal 1945 al 1999 la città ha avuto ininterrottamente sindaci di sinistra, il più famoso dei quali è stato Giuseppe Dozza."
Repubblica Romana,"Repubblica, San Donato, San Donato-San Vitale, Bologna, Emilia-Romagna, 14007, Italia",highway,platform,0.32," Onorificenze La Città e gli abitanti di Bologna sono insigniti delle seguenti onorificenze:  il Popolo di Bologna è ""Benemerito della Repubblica Romana e d'Italia"" da parte dell'Assemblea Costituente Romana della Repubblica Romana. la decima tra le 27 città decorate di medaglia d'oro come ""benemerite del Risorgimento nazionale"" per le azioni altamente patriottiche compiute dalla città nel periodo del Risorgimento."
basilica di San Petronio,"Basilica di San Petronio, Piazza Galvani, Galvani, Santo Stefano, Bologna, Emilia-Romagna, 40124, Italia",amenity,place_of_worship,0.9192314791741042," Architetture religiose Chiese  In piazza Maggiore si trova la gotica e imponente basilica di San Petronio costruita per volere del Comune fra il 1390 e il 1659. Presenta un portale decorato da bassorilievi di Jacopo della Quercia, mentre all'interno si trovano alcune cappelle notevolmente decorate."
Comune,"Comune, Tignano-Roma, Sasso Marconi, Unione dei comuni Valli del Reno, Lavino e Samoggia, Bologna, Emilia-Romagna, 40037, Italia",place,isolated_dwelling,0.42," Architetture religiose Chiese  In piazza Maggiore si trova la gotica e imponente basilica di San Petronio costruita per volere del Comune fra il 1390 e il 1659. Presenta un portale decorato da bassorilievi di Jacopo della Quercia, mentre all'interno si trovano alcune cappelle notevolmente decorate."
Comune,"Comune, Tignano-Roma, Sasso Marconi, Unione dei comuni Valli del Reno, Lavino e Samoggia, Bologna, Emilia-Romagna, 40037, Italia",place,isolated_dwelling,0.42,"Come già notava Dante Alighieri nel suo De Vulgari Eloquentia, esistevano un tempo differenze di parlata persino fra gli abitanti del centro, ovvero fra il borgo San Felice (corrispondente alla zona del Pratello) e quelli di Strada Maggiore (zona dove nell’VIII secolo si erano insediati i Longobardi).A partire dagli anni 1960 e 1970, con la modernizzazione della società e la progressiva messa in minoranza della popolazione nativa a causa dell'aumento dell'immigrazione da altre regioni italiane, l'uso del dialetto è andato via via scomparendo, sopravvivendo quasi esclusivamente nelle sue versioni ariose nei comuni della provincia. Un rinnovato interesse si ebbe negli anni Ottanta, con l'organizzazione, supportata dal Comune e da artisti quali Andrea Mingardi, di festival della canzone bolognese. Nonostante ciò non abbia invertito la tendenza verso una marginalizzazione del dialetto bolognese, ne è aumentato l'interesse - soprattutto accademico - con la pubblicazione di dizionari, grammatiche, studi e l'istituzione di corsi di dialetto bolognese da parte di associazioni locali."
Comune,"Comune, Tignano-Roma, Sasso Marconi, Unione dei comuni Valli del Reno, Lavino e Samoggia, Bologna, Emilia-Romagna, 40037, Italia",place,isolated_dwelling,0.42,"Comunità LGBT Bologna è la città italiana pioniera del movimento per i diritti LGBT. Il primo movimento gay, il ""Circolo di cultura omosessuale 28 giugno"", si è attivato in città già nel 1978 e nel 1982 ottenne spazi aggregativi dal Comune. L'Arcigay, la più grande associazione nazionale per la tutela dei diritti LGBT in Italia, si è costituita a Bologna nel 1985 con sede presso il Cassero di Porta Saragozza."
Coeva,"Via Cova, Castel San Pietro Terme, Nuovo Circondario Imolese, Bologna, Emilia-Romagna, 40024, Italia",highway,unclassified,0.21,"Di notevole interesse la chiesa di San Francesco del XIII secolo (anche se ha subito notevoli interventi nel XIX secolo e nel secondo dopoguerra), primo esempio di gotico francese in Italia. Coeva è la chiesa di San Domenico, dove si trova l'arca in cui sono conservate le spoglie del santo, realizzata da Nicola Pisano e bottega, Niccolò dell'Arca e Michelangelo. Adiacenti ad entrambe le chiese si trovano i monumenti funebri dei glossatori."
Michelangelo,"Michelangelo, 9, Piazzale Michelangelo Buonarroti, Centro, Imola, Nuovo Circondario Imolese, Bologna, Emilia-Romagna, 40026, Italia",amenity,pharmacy,0.22100000000000003,"Di notevole interesse la chiesa di San Francesco del XIII secolo (anche se ha subito notevoli interventi nel XIX secolo e nel secondo dopoguerra), primo esempio di gotico francese in Italia. Coeva è la chiesa di San Domenico, dove si trova l'arca in cui sono conservate le spoglie del santo, realizzata da Nicola Pisano e bottega, Niccolò dell'Arca e Michelangelo. Adiacenti ad entrambe le chiese si trovano i monumenti funebri dei glossatori."
San Giacomo Maggiore,"Chiesa di San Giacomo Maggiore, Via Zamboni, Irnerio, Santo Stefano, Bologna, Emilia-Romagna, 40126, Italia",amenity,place_of_worship,0.6777191505560488,"La cattedrale cittadina dedicata a San Pietro, sita in via Indipendenza, fu costruita nel XVII secolo sulle rovine dell'antico edificio paleocristiano. Altre rilevanti chiese cittadine sono San Giacomo Maggiore (1263), in stile gotico e con elegante portico rinascimentale; la Basilica di Santa Maria dei Servi (eretta tra il XIV e il XVI secolo), con una Maestà di Cimabue e un suggestivo quadriportico;"
Madonna di San Luca,"Madonna di San Luca, Saragozza-Porto, Bologna, Emilia-Romagna, 40135, Italia",place,hamlet,0.76,"Santa Maria della Vita (la chiesa del primo ospedale di Bologna, fondato nel 1260), al cui interno si trovano le preziosissime terrecotte delle Marie Piangenti, note come Compianto sul Cristo morto e realizzate da Niccolò dell'Arca tra il 1463 e il 1490. Sul Colle della Guardia, a sud-ovest del centro storico, si trova il caratteristico santuario della Madonna di San Luca (1765), raggiungibile per una lunghissima e suggestiva via porticata del XVII e XVIII secolo (la più lunga al mondo, ben 3,796 km).  Altri edifici di culto In via De' Gombruti n. 7 è presente una sinagoga del 1954 su progetto di Guido Muggia."
Madonna di San Luca,"Madonna di San Luca, Saragozza-Porto, Bologna, Emilia-Romagna, 40135, Italia",place,hamlet,0.76,"fiera del cioccolato. Altri eventi Discesa della Madonna di San Luca (si svolge a maggio): ogni anno si celebra l'antica tradizione della ""discesa della Madonna di San Luca"", che avviene il 12 maggio tramite una processione dal Santuario della Madonna di San Luca fino al centro della città."
Madonna di San Luca,"Madonna di San Luca, Saragozza-Porto, Bologna, Emilia-Romagna, 40135, Italia",place,hamlet,0.76,"Altri eventi Discesa della Madonna di San Luca (si svolge a maggio): ogni anno si celebra l'antica tradizione della ""discesa della Madonna di San Luca"", che avviene il 12 maggio tramite una processione dal Santuario della Madonna di San Luca fino al centro della città. Smell - Festival dell'Olfatto (si svolge a maggio):"
San Lazzaro di Savena,"San Lazzaro di Savena, Bologna, Emilia-Romagna, 40068, Italia",boundary,administrative,0.892774184289965," Cimiteri monumentali Poco lontano dal centro storico si trova il Cimitero monumentale della Certosa di Bologna, che fu aperto nel 1801 trasformando la precedente Certosa di San Girolamo di Casara, costruita nel 1350 e soppressa da Napoleone. Alle porte di Bologna, al confine con San Lazzaro di Savena, si trova un complesso militare della seconda guerra mondiale. Il cimitero maggiore è il cimitero polacco, il più grande dei quattro cimiteri militari dei polacchi caduti in Italia durante la seconda guerra mondiale."
San Lazzaro di Savena,"San Lazzaro di Savena, Bologna, Emilia-Romagna, 40068, Italia",boundary,administrative,0.892774184289965,"Orto botanico È il giardino botanico dell'Università di Bologna, fondato nel 1568 da Ulisse Aldrovandi e considerato uno dei più antichi d'Europa. Parco Carlo Urbani Il parco fluviale del Savena che si trova fra Bologna e San Lazzaro di Savena, ospita numerose specie animali e una ricca varietà di flora. Parco regionale dei Gessi Bolognesi e Calanchi dell'Abbadessa Ha una superficie di 3 123 ettari e si sviluppa sulle prime pendici della collina bolognese e comprende territori dei comuni di Bologna, San Lazzaro di Savena, Ozzano dell'Emilia e Pianoro, ad altitudini comprese fra 70 e 400 m s.l.m."
San Lazzaro di Savena,"San Lazzaro di Savena, Bologna, Emilia-Romagna, 40068, Italia",boundary,administrative,0.892774184289965,"Parco Carlo Urbani Il parco fluviale del Savena che si trova fra Bologna e San Lazzaro di Savena, ospita numerose specie animali e una ricca varietà di flora. Parco regionale dei Gessi Bolognesi e Calanchi dell'Abbadessa Ha una superficie di 3 123 ettari e si sviluppa sulle prime pendici della collina bolognese e comprende territori dei comuni di Bologna, San Lazzaro di Savena, Ozzano dell'Emilia e Pianoro, ad altitudini comprese fra 70 e 400 m s.l.m. , intorno a importanti affioramenti gessosi che hanno dato vita a un complesso carsico di notevole interesse."
San Lazzaro di Savena,"San Lazzaro di Savena, Bologna, Emilia-Romagna, 40068, Italia",boundary,administrative,0.892774184289965,"Molte le società disseminate nel territorio metropolitano: a San Lazzaro di Savena il gruppo Conserve Italia (a cui fanno capo la Cirio, la Valfrutta, la Derby Blue, la Yoga e la Jolly Colombani); a Pianoro la Segafredo Zanetti;"
