,entity,to_search,snippet,address,coordinates,name_location,class,type
38,Basilica del Sacro Cuore,Basilica del Sacro Cuore,['*...Basilica del Sacro Cuore a Koekelberg ....'],"Basilica del Sacro Cuore, 1, Parvis de la Basilique - Basiliekvoorplein, Ganshoren, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1083, Belgio","{""coordinates"": [4.316944, 50.867078], ""type"": ""Point""}","Basilica del Sacro Cuore, 1, Parvis de la Basilique - Basiliekvoorplein, Ganshoren, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1083, Belgio",amenity,place_of_worship
39,Koekelberg,Koekelberg,"['*...Basilica del Sacro Cuore a Koekelberg ....', '*...Regione di Bruxelles-Capitale (19 comuni): Anderlecht, Auderghem, Berchem-Sainte-Agathe, Bruxelles, Etterbeek, Evere, Forest, Ganshoren, Ixelles, Jette, Koekelberg, Molenbeek-Saint-Jean, Saint-Gilles, Saint-Josse-ten-Noode, Schaerbeek, Uccle, Watermael-Boitsfort, Woluwe-Saint-Lambert, Woluwe-Saint-Pierre;...']","Bibliothèque communale francophone de Koekelberg, 26;28, Rue des Tisserands - Weversstraat, Koekelberg, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1081, Belgio","{""coordinates"": [4.331067, 50.858902], ""type"": ""Point""}","Bibliothèque communale francophone de Koekelberg, 26;28, Rue des Tisserands - Weversstraat, Koekelberg, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1081, Belgio",amenity,library
40,Laeken,Laeken,['*...Castello reale di Laeken ;...'],"Laeken - Laken, Rue de Laeken - Lakensestraat, Quartier Alhambra - Alhambrawijk, Quartier Marais-Jacqmain - Wijk Marais-Jacqmain, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1212, Belgio","{""coordinates"": [4.351976, 50.854107], ""type"": ""Point""}","Laeken - Laken, Rue de Laeken - Lakensestraat, Quartier Alhambra - Alhambrawijk, Quartier Marais-Jacqmain - Wijk Marais-Jacqmain, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1212, Belgio",amenity,bicycle_rental
46,Université Libre de Bruxelles,Université Libre de Bruxelles,"['*...Bruxelles ha diverse Università, quattro di queste sono l\'Université Libre de Bruxelles (ULB), la Vrije Universiteit Brussel (VUB), le Facultés universitaires Saint-Louis (FUSL) e la Katholieke Universiteit Brussel (KUB) nonché le facoltà di medicina dell\'Université catholique de Louvain (UCL), situata nel quartiere Alma presso il grande Ospedale ""Saint Luc""....', ""*...Archives et bibliothèques de l'Université Libre de Bruxelles ;...""]","Université Libre de Bruxelles (Campus du Solbosch), Sentier des Bergeronnettes - Kwikstaartenpad, Solbosch - Solbos, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, Belgio","{""coordinates"": [4.381236, 50.813472], ""type"": ""Point""}","Université Libre de Bruxelles (Campus du Solbosch), Sentier des Bergeronnettes - Kwikstaartenpad, Solbosch - Solbos, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, Belgio",amenity,university
47,ULB,ULB,"['*...Bruxelles ha diverse Università, quattro di queste sono l\'Université Libre de Bruxelles (ULB), la Vrije Universiteit Brussel (VUB), le Facultés universitaires Saint-Louis (FUSL) e la Katholieke Universiteit Brussel (KUB) nonché le facoltà di medicina dell\'Université catholique de Louvain (UCL), situata nel quartiere Alma presso il grande Ospedale ""Saint Luc""....']","ULB, Avenue Adolphe Buyl - Adolphe Buyllaan, Cimdix, Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, Belgio","{""coordinates"": [4.382774, 50.815782], ""type"": ""Point""}","ULB, Avenue Adolphe Buyl - Adolphe Buyllaan, Cimdix, Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, Belgio",amenity,car_sharing
48,VUB,VUB,"['*...Bruxelles ha diverse Università, quattro di queste sono l\'Université Libre de Bruxelles (ULB), la Vrije Universiteit Brussel (VUB), le Facultés universitaires Saint-Louis (FUSL) e la Katholieke Universiteit Brussel (KUB) nonché le facoltà di medicina dell\'Université catholique de Louvain (UCL), situata nel quartiere Alma presso il grande Ospedale ""Saint Luc""....']","VUB, Boulevard Général Jacques - Generaal Jacqueslaan, Jardins de la Chasse - Jachthof, Etterbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1040, Belgio","{""coordinates"": [4.393518, 50.824527], ""type"": ""Point""}","VUB, Boulevard Général Jacques - Generaal Jacqueslaan, Jardins de la Chasse - Jachthof, Etterbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1040, Belgio",railway,tram_stop
50,Saint-Louis,Saint-Louis,"['*...Bruxelles ha diverse Università, quattro di queste sono l\'Université Libre de Bruxelles (ULB), la Vrije Universiteit Brussel (VUB), le Facultés universitaires Saint-Louis (FUSL) e la Katholieke Universiteit Brussel (KUB) nonché le facoltà di medicina dell\'Université catholique de Louvain (UCL), situata nel quartiere Alma presso il grande Ospedale ""Saint Luc""....', '*...Bibliothèque de Facultés universitaires Saint-Louis ;...']","Saint-Louis, Boulevard du Jardin Botanique - Kruidtuinlaan, Quartier Alhambra - Alhambrawijk, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1010, Belgio","{""coordinates"": [4.361116, 50.854313], ""type"": ""Point""}","Saint-Louis, Boulevard du Jardin Botanique - Kruidtuinlaan, Quartier Alhambra - Alhambrawijk, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1010, Belgio",highway,platform
55,CERIA,CERIA,['*...Bibliothèque Centrale Francophone du CERIA ;...'],"CERIA - COOVI, Avenue Émile Gryson - Emile Grysonlaan, La Roue - Het Rad, Aa, Anderlecht, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1070, Belgio","{""coordinates"": [4.296545, 50.81499], ""type"": ""Point""}","CERIA - COOVI, Avenue Émile Gryson - Emile Grysonlaan, La Roue - Het Rad, Aa, Anderlecht, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1070, Belgio",amenity,college
56,Musée royal de l'Afrique Centrale,Musée royal de l'Afrique Centrale,"[""*...Bibliothèques du Musée royal de l'Afrique Centrale ;...""]","AfricaMuseum, 13, Leuvensesteenweg, Wezembeek-Oppem, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1970, Belgio","{""coordinates"": [4.51778, 50.82938], ""type"": ""Point""}","AfricaMuseum, 13, Leuvensesteenweg, Wezembeek-Oppem, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1970, Belgio",tourism,museum
58,Archives générales du Royaume,Archives générales du Royaume,"['...Bibliothèque des Archives générales du Royaume ;...', '*...A Bruxelles hanno sede anche gli Archives générales du Royaume (archivio centrale dello stato), la Cinémathèque Royale e la Médiathèque....']","Archives générales du Royaume - Algemeen Rijksarchief, 2, Rue de Ruysbroeck - Ruisbroekstraat, Sablon - Zavel, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, Belgio","{""coordinates"": [4.356427, 50.842385], ""type"": ""Point""}","Archives générales du Royaume - Algemeen Rijksarchief, 2, Rue de Ruysbroeck - Ruisbroekstraat, Sablon - Zavel, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, Belgio",office,government
61,Autoworld,Autoworld,['*...Autoworld ;...'],"Autoworld, 11, Esplanade du Parc du Cinquantenaire - Esplanade van het Jubelpark, Quartier européen - Europese Wijk, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, Belgio","{""coordinates"": [4.393554, 50.839457], ""type"": ""Point""}","Autoworld, 11, Esplanade du Parc du Cinquantenaire - Esplanade van het Jubelpark, Quartier européen - Europese Wijk, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, Belgio",tourism,museum
62,Musées Royaux des Beaux-Arts de Belgique,Musées Royaux des Beaux-Arts de Belgique,"['...Bibliothèque et centre de documentation des Musées royaux des Beaux-Arts de Belgique ;...', '*...Musées Royaux des Beaux-Arts de Belgique ;...', '*...Bibliothèque et centre de documentation des Musées royaux des Beaux-Arts de Belgique ;...']","Musées royaux des Beaux-Arts de Belgique - Koninklijke Musea voor Schone Kunsten van België, 3, Rue de la Régence - Regentschapsstraat, Quartier Royal - Koninklijke Wijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, Belgio","{""coordinates"": [4.358238, 50.84168], ""type"": ""Point""}","Musées royaux des Beaux-Arts de Belgique - Koninklijke Musea voor Schone Kunsten van België, 3, Rue de la Régence - Regentschapsstraat, Quartier Royal - Koninklijke Wijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, Belgio",tourism,museum
64,Musée Constantin Meunier,Musée Constantin Meunier,['*...Musée Constantin Meunier ;...'],"Musée Meunier Museum, 59, Rue de l'Abbaye - Abdijstraat, Bascule, Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, Belgio","{""coordinates"": [4.367004, 50.819329], ""type"": ""Point""}","Musée Meunier Museum, 59, Rue de l'Abbaye - Abdijstraat, Bascule, Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, Belgio",tourism,museum
67,Horta Museum,Horta Museum,['*...Horta Museum ;...'],"Musée Horta - Hortamuseum, Rue Américaine - Amerikastraat, Ma Campagne, Saint-Gilles - Sint-Gillis, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1060, Belgio","{""coordinates"": [4.35538, 50.824099], ""type"": ""Point""}","Musée Horta - Hortamuseum, Rue Américaine - Amerikastraat, Ma Campagne, Saint-Gilles - Sint-Gillis, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1060, Belgio",tourism,museum
68,Musée Bellevue,Musée Bellevue,['*...Musée Bellevue ;...'],"Musée BELvue - BELvue Museum, 7, Place des Palais - Paleizenplein, Quartier Royal - Koninklijke Wijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, Belgio","{""coordinates"": [4.360689, 50.84261], ""type"": ""Point""}","Musée BELvue - BELvue Museum, 7, Place des Palais - Paleizenplein, Quartier Royal - Koninklijke Wijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, Belgio",tourism,museum
69,Musée bruxellois de la gueuze,Musée bruxellois de la gueuze,['*...Musée bruxellois de la gueuze ;...'],"Musée Bruxellois de la Gueuze - Brussels Museum van de Geuze, 56, Rue Gheude - Gheudestraat, Cureghem - Kuregem, Anderlecht, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1070, Belgio","{""coordinates"": [4.335805, 50.841549], ""type"": ""Point""}","Musée Bruxellois de la Gueuze - Brussels Museum van de Geuze, 56, Rue Gheude - Gheudestraat, Cureghem - Kuregem, Anderlecht, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1070, Belgio",tourism,museum
72,Palais des beaux-arts de Bruxelles,Palais des beaux-arts de Bruxelles,"[""*...Numerose orchestre e complessi musicali hanno sede a Bruxelles, fra cui l'Orchestra Nazionale del Belgio (con sede nel Palais des beaux-arts de Bruxelles) e La Petite Bande, specializzata nella musica barocca....""]","Bozar, 23, Rue Ravenstein - Ravensteinstraat, Quartier Royal - Koninklijke Wijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, Belgio","{""coordinates"": [4.359792, 50.843721], ""type"": ""Point""}","Bozar, 23, Rue Ravenstein - Ravensteinstraat, Quartier Royal - Koninklijke Wijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, Belgio",amenity,arts_centre
73,Maison de la Radio,Maison de la Radio,"['*...Brussels Philharmonic (Orchestra della Radio fiamminga), con sede nella Maison de la Radio....']","Maison de la Radio - Radiohuis, Place Sainte-Croix - Heilig-Kruisplein, Flagey, Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, Belgio","{""coordinates"": [4.373074, 50.826946], ""type"": ""Point""}","Maison de la Radio - Radiohuis, Place Sainte-Croix - Heilig-Kruisplein, Flagey, Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, Belgio",building,yes
74,Louvre,Louvre,"['*...Tra le opere più riuscite prodotte nella seconda metà del XV secolo vi fu la Vergine in gloria del 1485, esposta al Louvre e caratterizzata da una composizione simile al trittico....']","Le Louvre, Parvis Saint-Gilles - Sint-Gillisvoorplein, Saint-Gilles - Sint-Gillis, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1060, Belgio","{""coordinates"": [4.344683, 50.830234], ""type"": ""Point""}","Le Louvre, Parvis Saint-Gilles - Sint-Gillisvoorplein, Saint-Gilles - Sint-Gillis, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1060, Belgio",amenity,pub
77,Venezia,Venezia,"[""*...Bruxelles vanta il primato dei merletti a fuselli, mentre a Venezia (l'isola di Burano) spetta quello dei merletti ad ago ed addirittura le due città si contendono la palma delle origini della trina che sembrano antecedenti al XVI secolo....""]","Venezia, Rue du Marché aux Fromages - Kaasmarkt, Quartier Saint-Jacques - Sint-Jacobswijk, Quartier du Centre - Centrumwijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, Belgio","{""coordinates"": [4.353216, 50.845802], ""type"": ""Point""}","Venezia, Rue du Marché aux Fromages - Kaasmarkt, Quartier Saint-Jacques - Sint-Jacobswijk, Quartier du Centre - Centrumwijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, Belgio",amenity,restaurant
80,Anderlecht,Anderlecht,"['*...Regione di Bruxelles-Capitale (19 comuni): Anderlecht, Auderghem, Berchem-Sainte-Agathe, Bruxelles, Etterbeek, Evere, Forest, Ganshoren, Ixelles, Jette, Koekelberg, Molenbeek-Saint-Jean, Saint-Gilles, Saint-Josse-ten-Noode, Schaerbeek, Uccle, Watermael-Boitsfort, Woluwe-Saint-Lambert, Woluwe-Saint-Pierre;...', ""*...Nel calcio la capitale belga è rappresentata dall'Anderlecht, con sede nell'omonima municipalità, che con 34 titoli nazionali è la società più titolata del Belgio e gioca nello Lotto Park (ex stadio Constant Vanden Stock)....""]","Anderlecht, Rue Hoorickx - Hoorickxstraat, La Roue - Het Rad, Anderlecht, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1070, Belgio","{""coordinates"": [4.292146, 50.817879], ""type"": ""Point""}","Anderlecht, Rue Hoorickx - Hoorickxstraat, La Roue - Het Rad, Anderlecht, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1070, Belgio",railway,halt
81,Auderghem,Auderghem,"['*...Regione di Bruxelles-Capitale (19 comuni): Anderlecht, Auderghem, Berchem-Sainte-Agathe, Bruxelles, Etterbeek, Evere, Forest, Ganshoren, Ixelles, Jette, Koekelberg, Molenbeek-Saint-Jean, Saint-Gilles, Saint-Josse-ten-Noode, Schaerbeek, Uccle, Watermael-Boitsfort, Woluwe-Saint-Lambert, Woluwe-Saint-Pierre;...']","Avenue d'Auderghem - Oudergemselaan, Quartier européen - Europese Wijk, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1048, Belgio","{""coordinates"": [4.38515, 50.839734], ""type"": ""Point""}","Avenue d'Auderghem - Oudergemselaan, Quartier européen - Europese Wijk, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1048, Belgio",highway,tertiary
